group,index,expected,actual,diff
203,1,-71.7448,-71.8842,0.139389
203,2,62.2157,62.3163,0.100601
203,3,-76.9216,-76.8015,0.120056
203,4,-27.8073,-27.7758,0.0314331
203,5,30.4238,30.4734,0.0496521
203,6,51.1879,51.2765,0.0886688
203,7,61.465,61.4969,0.0318756
204,0,-6.375,-6.40886,0.0338593
204,1,27.7289,27.6978,0.0311432
204,2,-74.0679,-74.2328,0.164902
204,3,-183.496,-183.461,0.0353851
204,4,1.875,1.87459,0.000411987
204,5,-30.8111,-30.6875,0.123581
204,6,-64.1647,-64.2287,0.0639801
204,7,1.86903,1.95815,0.0891113
205,0,-31.7517,-31.9901,0.238403
205,1,-84.4229,-84.3671,0.0557556
205,2,-69.2594,-69.3796,0.120209
205,3,113.336,113.324,0.0115814
205,4,64.8489,64.8832,0.0343323
205,5,5.74785,5.68855,0.0592957
205,6,12.9472,12.9699,0.0227661
205,7,63.2709,63.0964,0.174515
206,0,-33.4676,-33.7501,0.282532
206,1,125.369,125.583,0.213165
206,2,80.9986,81.2469,0.248383
206,3,-114.371,-114.646,0.274734
206,4,70.1671,70.235,0.0678711
206,5,-123.385,-123.494,0.109177
206,6,-17.0044,-17.1218,0.117386
206,7,16.7374,16.8315,0.0940704
207,0,63.243,63.4866,0.243576
207,1,29.1808,29.18,0.000808716
207,2,-76.1703,-76.3235,0.153229
207,3,-63.536,-63.5243,0.0117188
207,4,-50.0139,-50.0549,0.0410309
207,5,-112.953,-112.911,0.0415649
207,6,-22.3417,-22.2998,0.0419312
207,7,1.2119,1.30357,0.0916748
208,0,-47,-47.5106,0.51062
208,1,61.2699,61.5829,0.313019
208,2,100.921,101.686,0.764374
208,3,-58.6992,-59.037,0.337784
208,4,-38.75,-38.9558,0.205765
208,5,-66.0359,-66.3685,0.332626
208,6,56.1536,56.498,0.344437
208,7,34.1547,34.409,0.254211
209,0,45.057,45.325,0.268066
209,1,-124.158,-124.017,0.140869
209,2,-10.1103,-10.1278,0.0174866
209,3,39.9944,39.8173,0.177048
209,4,175.848,175.802,0.0455475
209,5,-24.6213,-24.5942,0.0271759
209,6,-31.6582,-31.7661,0.107956
209,7,48.0644,47.9172,0.147156
210,0,12.774,12.9156,0.141632
210,1,-74.7642,-74.8512,0.0869141
210,2,48.2994,48.5286,0.229202
210,3,97.3445,97.517,0.172485
210,4,-74.0438,-74.2017,0.157883
210,5,1.44267,1.31912,0.12355
210,6,120.475,120.938,0.463013
210,7,29.114,29.0818,0.0322113
211,0,61.4512,61.7342,0.283066
211,1,18.3814,18.2041,0.177292
211,2,29.7199,29.6902,0.0297699
211,3,-102.076,-101.99,0.0854187
211,4,-52.5929,-52.5475,0.0454712
211,5,5.49834,5.55141,0.0530701
211,6,81.2013,81.3804,0.179047
211,7,71.0494,71.152,0.102615
212,0,-12.25,-12.315,0.0650482
212,1,11.9411,11.9346,0.0065155
212,2,-93.1608,-93.2556,0.0948334
212,3,-143.218,-143.272,0.0538788
212,4,55,54.9883,0.0117493
212,5,-132.01,-131.897,0.112961
212,6,104.344,104.578,0.233994
212,7,36.4753,36.5495,0.074234
213,0,-81.3637,-81.8474,0.483658
213,1,-121.101,-121.07,0.0312805
213,2,-168.394,-168.641,0.247406
213,3,86.5039,86.4648,0.0390625
213,4,-43.2151,-43.2056,0.00952148
213,5,17.7753,17.7264,0.0489655
213,6,124.205,124.448,0.243393
213,7,96.7484,96.5392,0.209183
214,0,80.4884,81.0628,0.574402
214,1,64.2025,64.4009,0.19841
214,2,-31.0255,-31.1104,0.0848541
214,3,69.0766,69.0832,0.00660706
214,4,-52.6743,-52.7187,0.0444489
214,5,-106.328,-106.565,0.237625
214,6,93.2006,93.4831,0.282501
214,7,6.82462,6.8559,0.0312805
215,0,15.1227,15.2254,0.102798
215,1,-111.43,-111.446,0.0162506
215,2,70.9717,71.1328,0.161072
215,3,69.7543,69.6897,0.064682
215,4,10.4703,10.611,0.140671
215,5,-69.4541,-69.4919,0.037735
215,6,48.3583,48.3224,0.0359344
215,7,29.9584,29.8523,0.106079
216,0,-81,-81.88,0.880005
216,1,-68.099,-68.4694,0.370438
216,2,3.77196,3.79282,0.0208588
216,3,67.1282,67.4523,0.324066
216,4,103.25,103.798,0.548264
216,5,1.74406,1.7086,0.0354614
216,6,-10.4921,-10.5703,0.0782166
216,7,34.981,35.0956,0.114594
217,0,-58.4789,-58.7218,0.242828
217,1,-20.5141,-20.5237,0.009552
217,2,36.594,36.6705,0.0764923
217,3,-82.5333,-82.5287,0.00460815
217,4,-25.2682,-25.2349,0.0332489
217,5,-46.5409,-46.4635,0.0773163
217,6,97.6452,97.8875,0.242294
217,7,48.0546,48.0849,0.0302887
218,0,-89.1141,-89.776,0.661942
218,1,46.8378,46.7573,0.0804749
218,2,55.552,55.6749,0.122849
218,3,118.407,118.562,0.154846
218,4,87.842,88.0261,0.184097
218,5,36.6156,36.4797,0.135864
218,6,-89.2432,-89.6025,0.359329
218,7,167.191,167.469,0.277603
219,0,13.7856,13.7765,0.00909424
219,1,50.2532,50.274,0.0208435
219,2,-129.489,-129.617,0.12767
219,3,18.2528,18.078,0.174789
219,4,76.6894,76.7067,0.0172577
219,5,-160.422,-160.382,0.0396729
219,6,23.2775,23.3936,0.116043
219,7,-19.2808,-19.2446,0.0362854
220,0,-40.25,-40.4637,0.21373
220,1,-127.628,-127.565,0.0627289
220,2,-19.4547,-19.4786,0.02388
220,3,52.4572,52.3486,0.108582
220,4,123,122.974,0.0262756
220,5,-72.9384,-72.934,0.00440979
220,6,15.0939,15.1314,0.0374756
220,7,7.79044,7.69862,0.0918121
221,0,-102.132,-102.655,0.522583
221,1,-42.3141,-42.313,0.00111389
221,2,85.9612,86.1384,0.1772
221,3,-81.2945,-81.265,0.0294952
221,4,55.1904,55.1477,0.0426178
221,5,12.5566,12.7832,0.226608
221,6,-83.2995,-83.4869,0.187454
221,7,-64.827,-64.8056,0.0214539
222,0,-28.3019,-28.4521,0.150208
222,1,-92.1431,-92.3308,0.187714
222,2,-38.7432,-38.9199,0.176697
222,3,-85.2259,-85.532,0.306152
222,4,57.2416,57.2854,0.0438232
222,5,-81.5239,-81.6185,0.0945129
222,6,-4.55203,-4.49046,0.0615692
222,7,29.5661,29.4979,0.0682068
223,0,-39.3358,-39.5681,0.2323
223,1,14.182,14.1861,0.00411987
223,2,-16.5355,-16.5708,0.0352631
223,3,7.12108,7.0213,0.0997772
223,4,-48.902,-48.944,0.0420074
223,5,-85.4384,-85.3966,0.0417175
223,6,-102.809,-102.898,0.0887909
223,7,-0.295258,-0.221817,0.0734406
224,0,7.125,7.20241,0.0774078
224,1,-81.8899,-82.3306,0.440704
224,2,18.9233,19.1023,0.179016
224,3,-86.4494,-86.8968,0.447464
224,4,-125.625,-126.292,0.667084
224,5,46.5471,46.8781,0.330978
224,6,68.8763,69.3629,0.486633
224,7,-35.642,-35.8621,0.220062
225,0,66.7266,67.1176,0.391022
225,1,-31.8898,-31.8218,0.0679474
225,2,-28.4677,-28.5379,0.0701294
225,3,-24.5674,-24.6207,0.0533142
225,4,-96.0497,-96.0285,0.0211792
225,5,54.2255,54.2917,0.0661163
225,6,-37.994,-38.0109,0.0169067
225,7,27.6395,27.5941,0.0454407
226,0,-6.27713,-6.35678,0.0796509
226,1,-73.6098,-73.7731,0.16333
226,2,91.7381,92.0698,0.331619
226,3,176.147,176.478,0.331436
226,4,-51.2726,-51.3896,0.116928
226,5,45.2067,45.2839,0.077179
226,6,100.162,100.475,0.313614
226,7,-3.53546,-3.63518,0.0997162
227,0,34.0022,34.1708,0.16861
227,1,57.415,57.4058,0.00918579
227,2,-167.229,-167.529,0.299301
227,3,-33.3656,-33.219,0.146591
227,4,-66.849,-66.8421,0.00694275
227,5,95.143,95.1472,0.00424194
227,6,-52.5854,-52.5158,0.0695343
227,7,-64.9243,-64.9535,0.0291138
228,0,6.875,6.9115,0.036499
228,1,165.399,165.387,0.0119934
228,2,50.5614,50.5652,0.00376892
228,3,-25.764,-25.6078,0.156204
228,4,4.625,4.62401,0.000991821
228,5,106.322,106.321,0.00126648
228,6,-135,-135.26,0.260178
228,7,-109.3,-109.173,0.126724
229,0,-57.1101,-57.4395,0.329391
229,1,-12.1476,-12.0179,0.129684
229,2,15.5672,15.7754,0.208191
229,3,92.7399,92.7031,0.0367889
229,4,28.5853,28.6506,0.0653534
229,5,-48.0742,-48.132,0.0577545
229,6,75.8859,76.0797,0.193848
229,7,-117.219,-117.203,0.0154877
230,0,-55.9844,-56.3855,0.401138
230,1,-98.2948,-98.4929,0.198181
230,2,-100.338,-100.75,0.411453
230,3,56.72,56.7775,0.0575409
230,4,-48.9824,-49.0344,0.0520325
230,5,171.275,171.497,0.22197
230,6,12.0119,12.0554,0.0435791
230,7,43.5636,43.5209,0.0426941
231,0,-18.716,-18.7718,0.0557861
231,1,-129.764,-129.78,0.0166016
231,2,-55.3784,-55.4926,0.114197
231,3,61.4081,61.2751,0.133011
231,4,-29.4616,-29.4992,0.0376434
231,5,-52.4954,-52.5103,0.0148468
231,6,-99.0265,-99.1777,0.151276
231,7,67.8297,67.7749,0.0547943
232,0,20.625,20.8491,0.224075
232,1,49.154,49.4601,0.306107
232,2,46.7529,47.1156,0.362671
232,3,-30.4636,-30.6508,0.187286
232,4,214.125,215.262,1.13701
232,5,-77.0061,-77.3874,0.381302
232,6,40.0306,40.2915,0.260956
232,7,-37.5281,-37.6679,0.139832
233,0,64.3018,64.6363,0.334457
233,1,-20.8799,-20.903,0.0231323
233,2,92.1423,92.3929,0.250641
233,3,-139.065,-138.982,0.0831146
233,4,58.0251,58.0297,0.0045929
233,5,35.7578,35.7819,0.0241241
233,6,139.627,139.762,0.134827
233,7,87.7298,87.6801,0.0496368
234,0,-4.19579,-4.18857,0.00721741
234,1,-18.5106,-18.4641,0.0464935
234,2,43.2627,43.4329,0.170151
234,3,84.2452,84.425,0.179886
234,4,-7.21411,-7.22844,0.014328
234,5,-3.19946,-3.24371,0.0442505
234,6,45.4753,45.667,0.191696
234,7,-46.5552,-46.6506,0.0953522
235,0,-112.734,-113.34,0.605484
235,1,37.1741,37.1018,0.0722504
235,2,-11.072,-10.9664,0.105576
235,3,2.7458,2.60474,0.141068
235,4,43.2923,43.2511,0.0411682
235,5,-38.6181,-38.6601,0.042038
235,6,34.605,34.7853,0.180313
235,7,92.363,92.4,0.0369873
236,0,-85.875,-86.331,0.456009
236,1,41.0516,41.0617,0.0100708
236,2,-49.6701,-49.7415,0.0713196
236,3,-165.492,-165.438,0.0531006
236,4,-176.375,-176.337,0.037674
236,5,-22.932,-22.8011,0.130936
236,6,21.5211,21.5879,0.0667877
236,7,-64.6075,-64.5007,0.106812
237,0,-50.7282,-50.9334,0.20517
237,1,-31.3687,-31.3815,0.0128479
237,2,86.1188,86.3399,0.2211
237,3,-95.7196,-95.6956,0.0239868
237,4,-70.975,-71.0042,0.029129
237,5,-23.6042,-23.536,0.068161
237,6,103.997,104.063,0.0659943
237,7,27.9838,27.8834,0.100388
238,0,61.4048,61.8516,0.446747
238,1,48.6411,48.7211,0.0800323
238,2,-23.0247,-23.0807,0.056015
238,3,65.9136,65.9786,0.0650635
238,4,-3.37086,-3.37221,0.00134277
238,5,-4.98096,-5.05403,0.0730743
238,6,87.9873,88.2917,0.304474
238,7,39.1184,39.2214,0.102951
239,0,2.64265,2.74933,0.106674
239,1,-74.3718,-74.4512,0.0793915
239,2,-68.5983,-68.6536,0.0553589
239,3,-12.0676,-12.1515,0.0839081
239,4,21.2948,21.3255,0.0307312
239,5,47.4406,47.4579,0.0172729
239,6,15.3513,15.4796,0.128281
239,7,91.2383,91.178,0.060257
240,0,-60,-60.6519,0.651855
240,1,-29.0869,-29.2727,0.185837
240,2,37.6055,37.931,0.325562
240,3,-18.5274,-18.667,0.139557
240,4,84,84.446,0.446045
240,5,-30.4498,-30.6141,0.164307
240,6,87.5212,88.1313,0.610092
240,7,60.0031,60.3123,0.309219
241,0,-73.7202,-74.1104,0.390213
241,1,26.8911,27.0197,0.128571
241,2,-59.3814,-59.567,0.185593
241,3,54.1938,54.1887,0.00506592
241,4,-10.5444,-10.5868,0.0424194
241,5,89.075,89.0546,0.0203857
241,6,-37.4384,-37.5511,0.11264
241,7,-68.6115,-68.6055,0.00596619
242,0,-66.6739,-67.1447,0.470856
242,1,11.3446,11.4216,0.0770416
242,2,53.2995,53.537,0.237518
242,3,-20.2504,-20.3232,0.0727997
242,4,-76.2137,-76.3539,0.140106
242,5,-103.764,-103.919,0.154984
242,6,114.52,114.837,0.317123
242,7,-105.951,-106.014,0.0636292
243,0,-41.41,-41.6086,0.198578
243,1,-31.4606,-31.4915,0.0309753
243,2,-30.0072,-30.0162,0.00892639
243,3,23.7176,23.7026,0.0149841
243,4,-68.3768,-68.4681,0.0912781
243,5,-17.6097,-17.5278,0.0819092
243,6,65.6861,65.8746,0.188431
243,7,20.7242,20.6732,0.0509338
244,0,-4.5,-4.5239,0.0238953
244,1,3.76491,3.83412,0.0692139
244,2,17.424,17.459,0.0349274
244,3,24.6841,24.5617,0.12233
244,4,58.5,58.4875,0.0124969
244,5,-178.065,-178.036,0.0289154
244,6,8.74802,8.75227,0.0042572
244,7,-3.05502,-3.02768,0.0273438
245,0,58.0344,58.3961,0.361725
245,1,-104.536,-104.472,0.0640411
245,2,50.4001,50.5741,0.174011
245,3,26.4406,26.3812,0.0593567
245,4,-125.539,-125.502,0.0372772
245,5,72.5519,72.5527,0.000793457
245,6,133.578,133.705,0.127014
245,7,7.43968,7.34587,0.093811
246,0,18.6875,18.8634,0.175964
246,1,-74.7415,-74.9376,0.196045
246,2,-40.9805,-41.2257,0.245209
246,3,10.0565,10.0002,0.0563202
246,4,-17.4095,-17.3927,0.0167847
246,5,-52.3638,-52.4266,0.0628052
246,6,-105.8,-106.227,0.427383
246,7,128.834,129.069,0.234863
247,0,-40.4188,-40.6769,0.258118
247,1,-122.561,-122.429,0.132538
247,2,61.0674,61.1775,0.110077
247,3,99.0248,98.9246,0.100159
247,4,116.576,116.588,0.0112457
247,5,-76.9943,-76.9615,0.0327759
247,6,76.7944,76.8118,0.0173187
247,7,-4.16064,-4.31602,0.15538
248,0,-76.875,-77.7102,0.83519
248,1,25.169,25.3042,0.135269
248,2,-10.4796,-10.5023,0.0227509
248,3,192.785,193.687,0.901291
248,4,-76.375,-76.7806,0.405563
248,5,-149.676,-150.645,0.968994
248,6,86.7379,87.3717,0.633835
248,7,130.474,131.137,0.663147
249,0,-66.0254,-66.4157,0.390366
249,1,-58.6581,-58.6238,0.0342865
249,2,-27.2435,-27.2893,0.0457764
249,3,97.5891,97.5928,0.00370789
249,4,93.2416,93.0823,0.159302
249,5,70.2117,70.1324,0.0793152
249,6,41.4987,41.4914,0.00732422
249,7,-47.8158,-48.0055,0.189789
250,0,103.901,104.6,0.699005
250,1,-51.6421,-51.7036,0.0615234
250,2,12.2645,12.3187,0.0541534
250,3,-2.65288,-2.68724,0.0343628
250,4,70.0412,70.1791,0.137833
250,5,27.8782,27.8757,0.00256348
250,6,50.7933,50.9616,0.168274
250,7,-21.7871,-21.8577,0.0705872
251,0,6.96071,6.89276,0.0679474
251,1,-25.4791,-25.4152,0.0639191
251,2,43.0734,43.0937,0.0202789
251,3,-47.3672,-47.4158,0.0485687
251,4,-9.98813,-9.90811,0.0800171
251,5,-131.388,-131.314,0.073288
251,6,36.2192,36.3386,0.119431
251,7,-83.8851,-83.8353,0.0498199
252,0,-58.875,-59.1876,0.312637
252,1,-104.005,-103.925,0.0803375
252,2,69.5166,69.588,0.0713806
252,3,-66.9964,-67.0499,0.0534973
252,4,3.625,3.62422,0.000778198
252,5,-67.9288,-67.8253,0.1035
252,6,-76.8259,-76.9987,0.172852
252,7,-63.7559,-63.7723,0.0163879
253,0,-89.7239,-90.2301,0.506195
253,1,-20.3585,-20.3487,0.00979614
253,2,-70.9667,-71.0616,0.0949402
253,3,-23.9312,-23.9797,0.0485382
253,4,106.986,106.896,0.0891571
253,5,-74.2031,-74.1228,0.080307
253,6,128.767,128.964,0.196533
253,7,61.0616,61.0741,0.0125122
254,0,-85.927,-86.6122,0.685135
254,1,33.2491,33.361,0.111847
254,2,-34.7067,-34.8476,0.14093
254,3,-55.8473,-56.002,0.154678
254,4,30.9254,30.9354,0.00993347
254,5,-111.749,-111.923,0.174042
254,6,-13.0145,-13.0714,0.0568695
254,7,6.68585,6.77298,0.0871277
255,0,113.775,114.345,0.569916
255,1,15.1406,15.018,0.12265
255,2,88.9628,89.1391,0.176376
255,3,3.24754,3.34027,0.0927277
255,4,144.462,144.471,0.00917053
255,5,36.8326,36.8811,0.0485229
255,6,80.5277,80.598,0.0703735
255,7,120.228,120.182,0.0459442
256,0,-76.625,-77.4575,0.832474
256,1,-33.5356,-33.7834,0.247849
256,2,61.553,62.0362,0.4832
256,3,-57.2355,-57.4575,0.22197
256,4,75.125,75.5239,0.398911
256,5,141.737,142.524,0.786377
256,6,62.0424,62.4535,0.411118
256,7,14.3345,14.3819,0.0474243
257,0,-51.3874,-51.5874,0.200043
257,1,-87.5233,-87.4284,0.0948944
257,2,-29.7382,-29.8804,0.142212
257,3,109.326,109.224,0.102295
257,4,115.998,116.026,0.0283203
257,5,-18.6213,-18.6076,0.0136719
257,6,-92.0761,-92.2162,0.14003
257,7,-33.3654,-33.5101,0.14473
258,0,-109.417,-110.163,0.745468
258,1,-107.812,-108.004,0.191406
258,2,0.100052,0.116272,0.0162201
258,3,-36.0161,-36.0721,0.0559387
258,4,59.2754,59.2933,0.017868
258,5,9.85233,9.86932,0.0169983
258,6,-29.8819,-29.9673,0.0853424
258,7,134.705,134.829,0.123734
259,0,-23.074,-23.2166,0.142578
259,1,72.8792,72.8345,0.0447845
259,2,-129.177,-129.499,0.321671
259,3,23.2441,23.2854,0.0412903
259,4,-15.5978,-15.5409,0.0569458
259,5,-3.00912,-2.98685,0.0222778
259,6,-170.802,-171.039,0.237106
259,7,6.41086,6.44514,0.0342865
260,0,16.875,16.9646,0.0895996
260,1,-164.818,-164.854,0.0361176
260,2,0.599915,0.557892,0.0420227
260,3,-44.7605,-44.7342,0.0262451
260,4,17.125,17.1213,0.00366211
260,5,122.211,122.227,0.0154266
260,6,-70.7393,-70.8599,0.120575
260,7,38.8598,38.7341,0.125641
261,0,-30.5887,-30.6904,0.101776
261,1,6.01176,5.93961,0.0721588
261,2,14.4539,14.56,0.106079
261,3,-4.49352,-4.5141,0.0205841
261,4,-6.89265,-6.87077,0.0218811
261,5,58.2482,58.2668,0.0186462
261,6,-8.45406,-8.33389,0.120163
261,7,32.5741,32.5343,0.0398712
262,0,75.2232,75.8343,0.611069
262,1,143.423,143.785,0.362518
262,2,55.8681,56.0928,0.224762
262,3,99.9183,100.175,0.256668
262,4,-136.174,-136.442,0.267487
262,5,8.20514,8.1431,0.0620422
262,6,37.3999,37.5193,0.119385
262,7,-64.91,-65.0418,0.13176
263,0,-96.2605,-96.7882,0.52771
263,1,-13.8498,-13.9305,0.0807343
263,2,11.6029,11.6246,0.021637
263,3,58.9264,58.8813,0.0451202
263,4,-87.4856,-87.3798,0.105774
263,5,-111.596,-111.65,0.0532684
263,6,-35.2146,-35.2786,0.0640411
263,7,76.031,75.9689,0.0621796
264,0,86.125,87.0607,0.935684
264,1,-51.8305,-52.1283,0.297714
264,2,30.4577,30.6932,0.235519
264,3,42.8967,43.1596,0.262848
264,4,62.125,62.4549,0.32988
264,5,84.0026,84.4252,0.422623
264,6,24.8618,25.0231,0.161209
264,7,3.44102,3.39362,0.0474091
265,0,-102.976,-103.468,0.49292
265,1,22.2044,22.2504,0.0460358
265,2,29.2401,29.3531,0.113052
265,3,-24.9774,-24.9514,0.0259552
265,4,-53.4234,-53.4837,0.0603027
265,5,-54.7015,-54.5697,0.131821
265,6,103.029,103.084,0.0555267
265,7,-113.598,-113.492,0.105453
266,0,-40.2595,-40.6408,0.381271
266,1,-51.4526,-51.582,0.12941
266,2,65.9032,66.0735,0.170288
266,3,-33.8952,-33.9756,0.0803833
266,4,97.6326,97.774,0.141373
266,5,34.5601,34.6385,0.0783997
266,6,21.727,21.7339,0.00694275
266,7,84.4868,84.5565,0.0697021
267,0,-107.849,-108.578,0.72905
267,1,10.2702,10.2187,0.0515137
267,2,119.729,119.92,0.191086
267,3,76.2594,76.1254,0.133926
267,4,-3.18623,-3.17958,0.00665283
267,5,-86.2919,-86.3342,0.0422974
267,6,-99.7484,-99.9081,0.159668
267,7,55.531,55.395,0.135956
268,0,-20.375,-20.4832,0.1082
268,1,-25.3086,-25.3806,0.072052
268,2,8.60022,8.71153,0.111313
268,3,-96.1705,-96.1059,0.0646362
268,4,19.625,19.6208,0.00419617
268,5,87.0241,87.0546,0.0305328
268,6,158.932,159.197,0.264832
268,7,44.6328,44.6231,0.00976562
269,0,-186.628,-187.519,0.891205
269,1,-70.2991,-70.264,0.035141
269,2,62.9609,63.0329,0.0719452
269,3,-55.6266,-55.6636,0.036972
269,4,59.4713,59.4403,0.0309906
269,5,3.10028,3.29842,0.198135
269,6,83.9648,84.0866,0.121811
269,7,-108.487,-108.504,0.0171509
270,0,-147.171,-148.211,1.03995
270,1,50.5584,50.7045,0.146133
270,2,-133.273,-133.827,0.553589
270,3,-21.395,-21.358,0.0369415
270,4,-40.3055,-40.4333,0.127899
270,5,31.5247,31.5857,0.0609741
270,6,-51.6532,-51.772,0.118759
270,7,-69.3505,-69.4817,0.13118
271,0,-4.41652,-4.43503,0.0185089
271,1,97.5676,97.5984,0.0308228
271,2,-3.37236,-3.36783,0.00453186
271,3,11.9585,11.8736,0.0849762
271,4,78.3646,78.2996,0.0650177
271,5,-120.709,-120.712,0.00238037
271,6,74.2078,74.4217,0.213867
271,7,15.4359,15.4391,0.00317383
272,0,81.5,82.3854,0.885437
272,1,-15.8391,-15.9156,0.0765076
272,2,-73.0438,-73.7056,0.661835
272,3,88.7549,89.2074,0.452515
272,4,-44.5,-44.7363,0.236298
272,5,-9.15443,-9.26579,0.111359
272,6,-218.153,-219.687,1.53334
272,7,19.2001,19.2606,0.0604858
273,0,-35.4949,-35.735,0.240082
273,1,70.4827,70.5093,0.0265656
273,2,61.3907,61.4698,0.0791321
273,3,80.9648,81.031,0.0661926
273,4,-114.078,-114.096,0.0186157
273,5,30.6503,30.4912,0.159088
273,6,-18.0369,-18.1378,0.100922
273,7,-26.7962,-26.7502,0.0460052
274,0,52.6703,53.0127,0.342468
274,1,7.03818,7.01506,0.0231171
274,2,6.64366,6.73965,0.095993
274,3,19.5104,19.5633,0.052948
274,4,-65.5047,-65.6483,0.143539
274,5,84.769,84.8971,0.128128
274,6,0.418411,0.396393,0.0220184
274,7,21.9722,21.9723,9.15527e-05
275,0,22.5185,22.5875,0.0690765
275,1,65.6917,65.7102,0.0185242
275,2,106.907,107.196,0.289291
275,3,137.278,137.294,0.0155945
275,4,81.2524,81.1884,0.0639954
275,5,-79.4805,-79.5287,0.048233
275,6,60.5102,60.5087,0.00143433
275,7,-68.692,-68.672,0.0199432
276,0,-13.75,-13.823,0.0730133
276,1,122.749,122.733,0.0154724
276,2,48.1273,48.1665,0.0391998
276,3,148.122,148.097,0.0254059
276,4,-154.75,-154.717,0.0330505
276,5,-37.4885,-37.6135,0.125015
276,6,-69.9956,-70.1439,0.148239
276,7,38.1429,38.1686,0.0257721
277,0,-27.327,-27.5155,0.188538
277,1,-118.697,-118.725,0.0278778
277,2,80.929,80.9653,0.0363312
277,3,51.459,51.3315,0.127548
277,4,19.1767,19.1092,0.0675201
277,5,23.8593,23.8545,0.00480652
277,6,-23.4123,-23.5659,0.15358
277,7,-13.6407,-13.6695,0.0287781
278,0,-62.9476,-63.4352,0.487564
278,1,10.6834,10.701,0.0176086
278,2,117.668,118.07,0.401993
278,3,-56.2173,-56.3029,0.0855408
278,4,-52.9641,-53.0142,0.0501404
278,5,15.5217,15.542,0.0203857
278,6,-31.8937,-32.081,0.187317
278,7,-30.2375,-30.2767,0.0392456
279,0,100.488,100.991,0.503036
279,1,44.1433,44.1629,0.019577
279,2,4.00117,4.04408,0.0429077
279,3,-48.8179,-48.7135,0.104385
279,4,83.8013,83.672,0.129303
279,5,105.354,105.41,0.0561218
279,6,80.124,80.2253,0.101349
279,7,-51.1202,-51.0688,0.0513763
280,0,-43.625,-44.099,0.473953
280,1,58.4022,58.7169,0.314697
280,2,-68.3419,-68.8235,0.481598
280,3,-61.7564,-62.0779,0.321487
280,4,-8.875,-8.92213,0.0471344
280,5,-28.7337,-28.8506,0.116852
280,6,20.8667,21.0594,0.192749
280,7,-12.0058,-12.0026,0.00314331
281,0,-163.086,-163.952,0.865952
281,1,-8.95578,-9.00148,0.0457001
281,2,65.1618,65.3219,0.16011
281,3,-0.445755,-0.477463,0.0317078
281,4,-36.6633,-36.7139,0.0505066
281,5,49.3426,49.3686,0.0259552
281,6,97.6859,97.8398,0.1539
281,7,19.124,19.1194,0.00456238
282,0,-96.3978,-97.111,0.713181
282,1,-1.56544,-1.5031,0.0623474
282,2,-124.877,-125.255,0.378372
282,3,58.5843,58.8928,0.308563
282,4,27.6471,27.6709,0.0238037
282,5,136.363,136.559,0.196167
282,6,80.0157,80.4099,0.394165
282,7,-107.701,-107.972,0.270477
283,0,-149.516,-150.361,0.844406
283,1,-101.242,-101.195,0.0475769
283,2,-100.837,-100.917,0.0806274
283,3,2.43004,2.42746,0.00257874
283,4,-88.6446,-88.7048,0.0602264
283,5,-17.6355,-17.544,0.0914154
283,6,137.73,138.055,0.325928
283,7,-89.2802,-89.346,0.0657349
284,0,157.625,158.462,0.83699
284,1,4.72168,4.69858,0.0231018
284,2,3.44847,3.43297,0.0155029
284,3,2.97177,2.91512,0.0566559
284,4,-29.625,-29.6187,0.00631714
284,5,-67.3262,-67.3371,0.0109253
284,6,-35.1179,-35.1796,0.0617828
284,7,70.1498,70.1466,0.00318909
285,0,-4.8203,-4.70511,0.115189
285,1,-58.7519,-58.6316,0.1203
285,2,-30.6149,-30.6114,0.003479
285,3,60.1623,60.1183,0.0440063
285,4,-75.2868,-75.2401,0.0466614
285,5,8.16185,8.18068,0.0188293
285,6,-0.947311,-1.03688,0.0895691
285,7,-56.1174,-56.1006,0.0167084
286,0,-25.9613,-26.0902,0.12883
286,1,51.4742,51.6576,0.18338
286,2,40.0157,40.2652,0.249527
286,3,166.552,166.792,0.239883
286,4,-38.1057,-38.1873,0.0815735
286,5,-49.5728,-49.8321,0.259354
286,6,47.1269,47.224,0.0971832
286,7,-72.8719,-72.9436,0.071701
287,0,-29.6959,-29.9066,0.210648
287,1,30.4217,30.5042,0.082428
287,2,-0.236176,-0.15657,0.0796051
287,3,55.5327,55.4673,0.0653839
287,4,105.984,105.979,0.00546265
287,5,-77.4136,-77.3895,0.0241852
287,6,-8.23877,-8.2366,0.00216675
287,7,-18.6361,-18.5611,0.0749817
288,0,-63.375,-64.0635,0.688522
288,1,181.979,182.992,1.01291
288,2,66.6794,67.1121,0.432724
288,3,49.5822,49.8427,0.260483
288,4,58.125,58.4336,0.30864
288,5,-102.542,-103.146,0.603302
288,6,-81.0626,-81.6898,0.627167
288,7,-11.4096,-11.3472,0.0623779
289,0,-102.672,-103.171,0.498627
289,1,57.8622,57.7627,0.0994568
289,2,-31.3492,-31.2619,0.0872498
289,3,4.04233,4.16615,0.123825
289,4,-46.6635,-46.5715,0.0919189
289,5,67.2543,67.1925,0.0618439
289,6,172.209,172.441,0.232269
289,7,20.472,20.3716,0.100311
290,0,3.52519,3.61925,0.0940552
290,1,20.4992,20.4818,0.0174103
290,2,31.1757,31.2594,0.0837402
290,3,-85.2024,-85.307,0.10463
290,4,-21.1761,-21.1302,0.04599
290,5,60.9879,61.0945,0.106598
290,6,37.2235,37.3535,0.12999
