trial,MSE,max_error
877,5.93818e-06,0.0180359
878,1.54396e-06,0.00691223
879,1.22552e-06,0.0045433
880,8.49752e-07,0.00345802
881,2.37656e-06,0.00949097
882,1.58184e-06,0.0064888
883,9.54394e-07,0.00314331
884,9.00501e-07,0.00400925
885,1.32613e-06,0.00468063
886,1.1989e-06,0.00382233
887,1.62172e-06,0.00666428
888,4.97368e-06,0.016098
889,1.28552e-06,0.00625992
890,1.11407e-06,0.0025177
891,1.02436e-06,0.00499344
892,1.13723e-06,0.00455856
893,1.59494e-06,0.00642776
894,9.22296e-07,0.00224304
895,1.24225e-06,0.00392914
896,1.10892e-06,0.0037365
897,2.15064e-06,0.00794983
898,1.21777e-06,0.00645828
899,3.27497e-06,0.0114746
900,1.01124e-06,0.00416565
901,8.10848e-06,0.0213013
902,9.75057e-07,0.00305939
903,1.65548e-06,0.00601578
904,1.55387e-06,0.0056839
905,9.17821e-07,0.00250244
906,3.39659e-06,0.0121918
907,1.93045e-06,0.0094986
908,1.27178e-06,0.00504684
909,2.98439e-06,0.0111847
910,2.2386e-06,0.00883484
911,3.16329e-06,0.0106964
912,1.17498e-06,0.00404358
913,3.73388e-06,0.0135574
914,3.03738e-06,0.0117035
915,8.1038e-07,0.00241852
916,1.65489e-06,0.00590897
917,1.24512e-06,0.0032959
918,2.52935e-06,0.00952911
919,1.33082e-06,0.00427246
920,7.9986e-07,0.00413895
921,1.60811e-06,0.00666428
922,1.34011e-06,0.00568771
923,3.30211e-06,0.0114365
924,2.27886e-06,0.00934601
925,2.95706e-06,0.0116653
926,1.44071e-06,0.00483704
927,1.62545e-06,0.00486374
928,1.00132e-06,0.0032959
929,2.94165e-06,0.0108414
930,1.45673e-06,0.00674057
931,1.32506e-06,0.0057373
932,9.93716e-07,0.00393677
933,9.68876e-07,0.00215054
934,1.23425e-06,0.00402069
935,8.82046e-06,0.0218658
936,2.09684e-06,0.00901794
937,1.84802e-06,0.00781631
938,9.726e-07,0.00293922
939,2.94296e-06,0.0115585
940,1.32624e-06,0.0032196
941,1.14011e-06,0.00343323
942,9.83067e-07,0.00386238
943,8.92988e-06,0.0226746
944,1.35583e-06,0.00384521
945,3.6803e-06,0.0128174
946,4.62293e-06,0.015564
947,2.08528e-06,0.00896454
948,1.19702e-05,0.0262451
949,1.33477e-06,0.0038681
950,1.78121e-06,0.00673294
951,2.83706e-06,0.0112686
952,1.11806e-06,0.00289917
953,9.77635e-07,0.00421143
954,1.6247e-06,0.00465393
955,8.61506e-07,0.00289917
956,1.23858e-06,0.00505447
957,5.24986e-06,0.0170746
958,1.47509e-06,0.00619125
959,3.23452e-06,0.0112534
960,1.11963e-05,0.0257874
961,1.30053e-06,0.00522232
962,2.36597e-06,0.00846863
963,1.04239e-06,0.00375557
964,3.71444e-06,0.0133514
965,1.31445e-06,0.00442505
966,2.26076e-06,0.00961304
967,2.61262e-06,0.0100403
968,9.82144e-07,0.00392342
969,8.95868e-07,0.00296783
970,7.71935e-07,0.00225258
971,2.36431e-06,0.0100555
972,1.43897e-06,0.00537109
973,1.39483e-06,0.00639725
974,4.44856e-06,0.0154953
975,8.24734e-06,0.0218506
976,1.18022e-06,0.00322723
977,1.06839e-06,0.0045433
978,1.16971e-06,0.00424576
979,4.79489e-06,0.0160217
980,7.29051e-07,0.00294495
981,9.32827e-07,0.00315857
982,1.99793e-06,0.00883484
983,4.56502e-06,0.0154037
984,9.76245e-07,0.00369453
985,8.89925e-07,0.00395203
986,7.21156e-07,0.00213623
987,1.23304e-06,0.00370216
988,2.97854e-06,0.0114059
989,4.11193e-06,0.0145798
990,1.08704e-06,0.00334358
991,2.7636e-06,0.0109711
992,1.0576e-05,0.024765
993,9.36782e-07,0.00289917
994,3.32983e-06,0.0128479
995,2.6166e-06,0.0105896
996,1.81741e-06,0.00770187
997,1.15101e-06,0.00378418
998,9.38668e-07,0.00359344
999,1.48013e-06,0.00652695
1000,9.12604e-07,0.0029068
